concept,frequency,num texts,tf-idf,corpus tf-idf,filename
nodules,6,3,11.9913,11.9913,"pubmed_small#187,pubmed_small#206,pubmed_small#60"
granuloma,6,3,11.9913,11.9913,"pubmed_small#103,pubmed_small#116,pubmed_small#179"
survey,6,3,11.9913,11.9913,"pubmed_small#145,pubmed_small#293,pubmed_small#53"
elderly,7,6,11.88264,11.88264,"pubmed_small#11,pubmed_small#146,pubmed_small#165,pubmed_small#177,pubmed_small#213,pubmed_small#239"
histologically,7,6,11.88264,11.88264,"pubmed_small#144,pubmed_small#16,pubmed_small#216,pubmed_small#24,pubmed_small#268,pubmed_small#44"
infarction,7,6,11.88264,11.88264,"pubmed_small#163,pubmed_small#18,pubmed_small#253,pubmed_small#258,pubmed_small#279,pubmed_small#42"
laboratory,7,6,11.88264,11.88264,"pubmed_small#113,pubmed_small#220,pubmed_small#245,pubmed_small#281,pubmed_small#75,pubmed_small#84"
vitro,7,6,11.88264,11.88264,"pubmed_small#129,pubmed_small#193,pubmed_small#221,pubmed_small#247,pubmed_small#267,pubmed_small#282"
dysfunction,7,6,11.88264,11.88264,"pubmed_small#163,pubmed_small#171,pubmed_small#182,pubmed_small#185,pubmed_small#288,pubmed_small#94"
numbers,7,6,11.88264,11.88264,"pubmed_small#165,pubmed_small#185,pubmed_small#19,pubmed_small#239,pubmed_small#256,pubmed_small#84"
according,7,6,11.88264,11.88264,"pubmed_small#106,pubmed_small#112,pubmed_small#213,pubmed_small#22,pubmed_small#36,pubmed_small#79"
contained,7,6,11.88264,11.88264,"pubmed_small#145,pubmed_small#194,pubmed_small#202,pubmed_small#216,pubmed_small#267,pubmed_small#269"
measurements,7,6,11.88264,11.88264,"pubmed_small#170,pubmed_small#183,pubmed_small#266,pubmed_small#296,pubmed_small#33,pubmed_small#7"
end,7,6,11.88264,11.88264,"pubmed_small#108,pubmed_small#130,pubmed_small#286,pubmed_small#3,pubmed_small#5,pubmed_small#84"
adjacent,7,6,11.88264,11.88264,"pubmed_small#102,pubmed_small#118,pubmed_small#239,pubmed_small#269,pubmed_small#288,pubmed_small#80"
doses,7,6,11.88264,11.88264,"pubmed_small#125,pubmed_small#221,pubmed_small#223,pubmed_small#228,pubmed_small#240,pubmed_small#7"
underlying,7,6,11.88264,11.88264,"pubmed_small#106,pubmed_small#110,pubmed_small#217,pubmed_small#274,pubmed_small#283,pubmed_small#69"
resected,7,6,11.88264,11.88264,"pubmed_small#112,pubmed_small#16,pubmed_small#179,pubmed_small#180,pubmed_small#44,pubmed_small#70"
extent,7,6,11.88264,11.88264,"pubmed_small#130,pubmed_small#163,pubmed_small#253,pubmed_small#273,pubmed_small#42,pubmed_small#98"
agents,7,6,11.88264,11.88264,"pubmed_small#140,pubmed_small#148,pubmed_small#245,pubmed_small#255,pubmed_small#28,pubmed_small#66"
conditions,7,6,11.88264,11.88264,"pubmed_small#205,pubmed_small#210,pubmed_small#217,pubmed_small#241,pubmed_small#256,pubmed_small#69"
morbidity,7,6,11.88264,11.88264,"pubmed_small#167,pubmed_small#190,pubmed_small#223,pubmed_small#55,pubmed_small#69,pubmed_small#96"
correlated,7,6,11.88264,11.88264,"pubmed_small#109,pubmed_small#163,pubmed_small#169,pubmed_small#180,pubmed_small#245,pubmed_small#37"
collected,7,6,11.88264,11.88264,"pubmed_small#100,pubmed_small#119,pubmed_small#205,pubmed_small#216,pubmed_small#221,pubmed_small#79"
significance,7,6,11.88264,11.88264,"pubmed_small#100,pubmed_small#2,pubmed_small#256,pubmed_small#264,pubmed_small#69,pubmed_small#82"
increases,7,6,11.882639,11.88264,"pubmed_small#156,pubmed_small#160,pubmed_small#2,pubmed_small#241,pubmed_small#55,pubmed_small#67"
develop,7,6,11.882639,11.88264,"pubmed_small#110,pubmed_small#132,pubmed_small#160,pubmed_small#181,pubmed_small#268,pubmed_small#275"
frequency,7,6,11.882639,11.88264,"pubmed_small#192,pubmed_small#2,pubmed_small#239,pubmed_small#266,pubmed_small#295,pubmed_small#45"
enhanced,7,6,11.882639,11.88264,"pubmed_small#132,pubmed_small#255,pubmed_small#257,pubmed_small#267,pubmed_small#285,pubmed_small#295"
purpose,7,7,11.414012,11.414012,"pubmed_small#106,pubmed_small#170,pubmed_small#213,pubmed_small#245,pubmed_small#277,pubmed_small#31,pubmed_small#53"
defined,7,7,11.414012,11.414012,"pubmed_small#132,pubmed_small#190,pubmed_small#223,pubmed_small#268,pubmed_small#86,pubmed_small#88,pubmed_small#91"
prior,7,7,11.414012,11.414012,"pubmed_small#232,pubmed_small#275,pubmed_small#286,pubmed_small#289,pubmed_small#295,pubmed_small#31,pubmed_small#70"
symptoms,7,7,11.414012,11.414012,"pubmed_small#24,pubmed_small#258,pubmed_small#275,pubmed_small#281,pubmed_small#30,pubmed_small#51,pubmed_small#7"
need,7,7,11.414012,11.414012,"pubmed_small#165,pubmed_small#181,pubmed_small#195,pubmed_small#213,pubmed_small#299,pubmed_small#55,pubmed_small#78"
recurrence,7,7,11.414012,11.414012,"pubmed_small#100,pubmed_small#186,pubmed_small#187,pubmed_small#287,pubmed_small#30,pubmed_small#6,pubmed_small#62"
subsequent,7,7,11.414012,11.414012,"pubmed_small#229,pubmed_small#280,pubmed_small#284,pubmed_small#3,pubmed_small#42,pubmed_small#86,pubmed_small#88"
appearance,7,7,11.414012,11.414012,"pubmed_small#144,pubmed_small#187,pubmed_small#22,pubmed_small#256,pubmed_small#287,pubmed_small#34,pubmed_small#5"
comparison,7,7,11.414012,11.414012,"pubmed_small#109,pubmed_small#157,pubmed_small#16,pubmed_small#191,pubmed_small#223,pubmed_small#258,pubmed_small#91"
requires,7,7,11.414012,11.414012,"pubmed_small#120,pubmed_small#152,pubmed_small#167,pubmed_small#199,pubmed_small#51,pubmed_small#52,pubmed_small#73"
finding,7,7,11.414012,11.414012,"pubmed_small#205,pubmed_small#29,pubmed_small#296,pubmed_small#31,pubmed_small#36,pubmed_small#56,pubmed_small#79"
techniques,7,7,11.414012,11.414012,"pubmed_small#125,pubmed_small#126,pubmed_small#253,pubmed_small#35,pubmed_small#37,pubmed_small#53,pubmed_small#9"
assess,7,7,11.414012,11.414012,"pubmed_small#183,pubmed_small#184,pubmed_small#213,pubmed_small#283,pubmed_small#285,pubmed_small#290,pubmed_small#67"
decrease,7,7,11.414012,11.414012,"pubmed_small#111,pubmed_small#140,pubmed_small#164,pubmed_small#247,pubmed_small#288,pubmed_small#54,pubmed_small#83"
body,7,7,11.414012,11.414012,"pubmed_small#108,pubmed_small#120,pubmed_small#153,pubmed_small#184,pubmed_small#199,pubmed_small#232,pubmed_small#283"
causes,7,7,11.414012,11.414012,"pubmed_small#110,pubmed_small#193,pubmed_small#199,pubmed_small#2,pubmed_small#217,pubmed_small#24,pubmed_small#32"
remained,7,7,11.414012,11.414012,"pubmed_small#155,pubmed_small#162,pubmed_small#184,pubmed_small#228,pubmed_small#32,pubmed_small#6,pubmed_small#95"
frequently,7,7,11.414012,11.414012,"pubmed_small#106,pubmed_small#109,pubmed_small#156,pubmed_small#180,pubmed_small#194,pubmed_small#232,pubmed_small#73"
assessed,7,7,11.414012,11.414012,"pubmed_small#100,pubmed_small#163,pubmed_small#255,pubmed_small#258,pubmed_small#4,pubmed_small#5,pubmed_small#91"
ma,7,7,11.414012,11.414012,"pubmed_small#129,pubmed_small#153,pubmed_small#169,pubmed_small#183,pubmed_small#239,pubmed_small#40,pubmed_small#9"
preoperative,7,7,11.414012,11.414012,"pubmed_small#111,pubmed_small#167,pubmed_small#24,pubmed_small#42,pubmed_small#49,pubmed_small#82,pubmed_small#86"
appeared,7,7,11.414012,11.414012,"pubmed_small#112,pubmed_small#15,pubmed_small#185,pubmed_small#194,pubmed_small#287,pubmed_small#54,pubmed_small#99"
smith,7,7,11.414012,11.414012,"pubmed_small#108,pubmed_small#126,pubmed_small#20,pubmed_small#231,pubmed_small#237,pubmed_small#292,pubmed_small#42"
research,7,7,11.414012,11.414012,"pubmed_small#107,pubmed_small#110,pubmed_small#199,pubmed_small#284,pubmed_small#45,pubmed_small#71,pubmed_small#87"
ce,6,4,11.241668,11.241667,"pubmed_small#169,pubmed_small#224,pubmed_small#265,pubmed_small#275"
outcome,6,4,11.241668,11.241667,"pubmed_small#15,pubmed_small#260,pubmed_small#32,pubmed_small#69"
transluminal,6,4,11.241668,11.241667,"pubmed_small#203,pubmed_small#273,pubmed_small#283,pubmed_small#299"
cortex,6,4,11.241668,11.241667,"pubmed_small#228,pubmed_small#247,pubmed_small#68,pubmed_small#73"
cross,6,4,11.241668,11.241667,"pubmed_small#142,pubmed_small#157,pubmed_small#241,pubmed_small#248"
percutaneous,6,4,11.241668,11.241667,"pubmed_small#155,pubmed_small#203,pubmed_small#283,pubmed_small#299"
specificity,6,4,11.241668,11.241667,"pubmed_small#157,pubmed_small#269,pubmed_small#28,pubmed_small#282"
lm,6,4,11.241668,11.241667,"pubmed_small#111,pubmed_small#177,pubmed_small#179,pubmed_small#269"
responsive,6,4,11.241667,11.241667,"pubmed_small#270,pubmed_small#54,pubmed_small#62,pubmed_small#80"
prostate,6,4,11.241667,11.241667,"pubmed_small#118,pubmed_small#158,pubmed_small#191,pubmed_small#241"
synthetic,6,4,11.241667,11.241667,"pubmed_small#167,pubmed_small#263,pubmed_small#38,pubmed_small#77"
presentation,6,4,11.241667,11.241667,"pubmed_small#105,pubmed_small#179,pubmed_small#276,pubmed_small#66"
hp,6,4,11.241667,11.241667,"pubmed_small#119,pubmed_small#135,pubmed_small#210,pubmed_small#30"
layers,6,4,11.241667,11.241667,"pubmed_small#132,pubmed_small#167,pubmed_small#273,pubmed_small#35"
removed,6,4,11.241667,11.241667,"pubmed_small#106,pubmed_small#130,pubmed_small#221,pubmed_small#32"
soluble,6,4,11.241667,11.241667,"pubmed_small#102,pubmed_small#162,pubmed_small#285,pubmed_small#31"
determinant,6,4,11.241667,11.241667,"pubmed_small#102,pubmed_small#15,pubmed_small#202,pubmed_small#210"
antigen,6,4,11.241667,11.241667,"pubmed_small#268,pubmed_small#282,pubmed_small#31,pubmed_small#46"
testing,6,4,11.241667,11.241667,"pubmed_small#142,pubmed_small#165,pubmed_small#171,pubmed_small#258"
fraction,6,4,11.241667,11.241667,"pubmed_small#240,pubmed_small#258,pubmed_small#3,pubmed_small#42"
medial,6,4,11.241667,11.241667,"pubmed_small#199,pubmed_small#205,pubmed_small#273,pubmed_small#284"
intensive,6,4,11.241667,11.241667,"pubmed_small#146,pubmed_small#152,pubmed_small#289,pubmed_small#43"
placed,6,4,11.241667,11.241667,"pubmed_small#181,pubmed_small#228,pubmed_small#299,pubmed_small#4"
transplanted,6,4,11.241667,11.241667,"pubmed_small#132,pubmed_small#250,pubmed_small#26,pubmed_small#27"
images,6,4,11.241667,11.241667,"pubmed_small#13,pubmed_small#163,pubmed_small#166,pubmed_small#28"
motor,6,4,11.241667,11.241667,"pubmed_small#165,pubmed_small#270,pubmed_small#4,pubmed_small#73"
decline,6,4,11.241667,11.241667,"pubmed_small#162,pubmed_small#20,pubmed_small#240,pubmed_small#85"
magnitude,6,4,11.241667,11.241667,"pubmed_small#266,pubmed_small#54,pubmed_small#79,pubmed_small#83"
elevation,6,4,11.241667,11.241667,"pubmed_small#166,pubmed_small#255,pubmed_small#271,pubmed_small#38"
th,6,4,11.241667,11.241667,"pubmed_small#209,pubmed_small#260,pubmed_small#294,pubmed_small#5"
inhalation,6,4,11.241667,11.241667,"pubmed_small#164,pubmed_small#18,pubmed_small#281,pubmed_small#73"
ns,6,4,11.241667,11.241667,"pubmed_small#116,pubmed_small#280,pubmed_small#296,pubmed_small#42"
aortic,6,4,11.241667,11.241667,"pubmed_small#111,pubmed_small#264,pubmed_small#267,pubmed_small#74"
tube,5,2,10.873205,10.873206,"pubmed_small#122,pubmed_small#216"
team,5,2,10.873205,10.873206,"pubmed_small#19,pubmed_small#232"
oocytes,5,2,10.873205,10.873206,"pubmed_small#247,pubmed_small#266"
cellularity,5,2,10.873205,10.873206,"pubmed_small#60,pubmed_small#86"
set,5,2,10.873205,10.873206,"pubmed_small#119,pubmed_small#79"
relapse,5,2,10.873205,10.873206,"pubmed_small#289,pubmed_small#97"
tobacco,5,2,10.873205,10.873206,"pubmed_small#14,pubmed_small#55"
conference,5,2,10.873205,10.873206,"pubmed_small#19,pubmed_small#224"
lipid,5,2,10.873205,10.873206,"pubmed_small#145,pubmed_small#184"
immune,5,2,10.873205,10.873206,"pubmed_small#140,pubmed_small#84"
vaccination,5,2,10.873205,10.873206,"pubmed_small#213,pubmed_small#275"
mandible,5,2,10.873205,10.873206,"pubmed_small#167,pubmed_small#293"
ovaries,5,2,10.873205,10.873206,"pubmed_small#123,pubmed_small#20"
iodine,5,2,10.873205,10.873206,"pubmed_small#118,pubmed_small#123"
tagged,5,2,10.873205,10.873206,"pubmed_small#123,pubmed_small#275"
ablation,5,2,10.873205,10.873206,"pubmed_small#191,pubmed_small#273"
immunodeficiency,5,2,10.873205,10.873206,"pubmed_small#178,pubmed_small#195"
evoked,5,2,10.873205,10.873206,"pubmed_small#228,pubmed_small#247"
polymorphic,5,2,10.873205,10.873206,"pubmed_small#178,pubmed_small#83"
deficient,5,2,10.873205,10.873206,"pubmed_small#260,pubmed_small#46"
systolic,5,2,10.873205,10.873206,"pubmed_small#288,pubmed_small#38"
urethral,5,2,10.873205,10.873206,"pubmed_small#22,pubmed_small#57"
variations,5,2,10.873205,10.873206,"pubmed_small#117,pubmed_small#274"
subclinical,5,2,10.873205,10.873206,"pubmed_small#31,pubmed_small#96"
affinity,5,2,10.873205,10.873206,"pubmed_small#123,pubmed_small#241"
flap,5,2,10.873205,10.873206,"pubmed_small#287,pubmed_small#88"
normotensive,5,2,10.873205,10.873206,"pubmed_small#155,pubmed_small#274"
aspartate,5,2,10.873205,10.873206,"pubmed_small#210,pubmed_small#67"
fundic,5,2,10.873205,10.873206,"pubmed_small#5,pubmed_small#72"
mental,5,2,10.873205,10.873206,"pubmed_small#167,pubmed_small#258"
glucuronide,5,2,10.873205,10.873206,"pubmed_small#120,pubmed_small#242"
monkeys,5,2,10.873205,10.873206,"pubmed_small#240,pubmed_small#77"
solitary,5,2,10.873205,10.873206,"pubmed_small#25,pubmed_small#70"
rotation,5,2,10.873205,10.873206,"pubmed_small#142,pubmed_small#190"
hepatitis,5,2,10.873205,10.873206,"pubmed_small#131,pubmed_small#37"
approximately,6,5,10.660208,10.660207,"pubmed_small#2,pubmed_small#206,pubmed_small#276,pubmed_small#28,pubmed_small#73"
genes,6,5,10.660208,10.660207,"pubmed_small#120,pubmed_small#138,pubmed_small#267,pubmed_small#46,pubmed_small#84"
castleman,6,5,10.660208,10.660207,"pubmed_small#176,pubmed_small#182,pubmed_small#208,pubmed_small#238,pubmed_small#97"
de,6,5,10.660208,10.660207,"pubmed_small#241,pubmed_small#267,pubmed_small#274,pubmed_small#64,pubmed_small#82"
reduce,6,5,10.660208,10.660207,"pubmed_small#152,pubmed_small#185,pubmed_small#220,pubmed_small#241,pubmed_small#55"
phase,6,5,10.660208,10.660207,"pubmed_small#180,pubmed_small#183,pubmed_small#242,pubmed_small#52,pubmed_small#65"
experience,6,5,10.660208,10.660207,"pubmed_small#145,pubmed_small#232,pubmed_small#28,pubmed_small#49,pubmed_small#9"
intracellular,6,5,10.660208,10.660207,"pubmed_small#163,pubmed_small#173,pubmed_small#2,pubmed_small#247,pubmed_small#266"
ratios,6,5,10.660208,10.660207,"pubmed_small#220,pubmed_small#236,pubmed_small#260,pubmed_small#282,pubmed_small#283"
neoplastic,6,5,10.660208,10.660207,"pubmed_small#109,pubmed_small#126,pubmed_small#141,pubmed_small#269,pubmed_small#56"
electron,6,5,10.660208,10.660207,"pubmed_small#111,pubmed_small#133,pubmed_small#142,pubmed_small#299,pubmed_small#53"
external,6,5,10.660208,10.660207,"pubmed_small#126,pubmed_small#179,pubmed_small#187,pubmed_small#288,pubmed_small#87"
region,6,5,10.660208,10.660207,"pubmed_small#187,pubmed_small#228,pubmed_small#240,pubmed_small#52,pubmed_small#73"
limited,6,5,10.660208,10.660207,"pubmed_small#145,pubmed_small#16,pubmed_small#191,pubmed_small#22,pubmed_small#299"
inhibitor,6,5,10.660208,10.660207,"pubmed_small#102,pubmed_small#153,pubmed_small#184,pubmed_small#256,pubmed_small#290"
overall,6,5,10.660208,10.660207,"pubmed_small#15,pubmed_small#28,pubmed_small#42,pubmed_small#69,pubmed_small#99"
improved,6,5,10.660208,10.660207,"pubmed_small#155,pubmed_small#284,pubmed_small#33,pubmed_small#4,pubmed_small#42"
elective,6,5,10.660208,10.660207,"pubmed_small#162,pubmed_small#170,pubmed_small#255,pubmed_small#34,pubmed_small#42"
cloned,6,5,10.660207,10.660207,"pubmed_small#226,pubmed_small#247,pubmed_small#267,pubmed_small#295,pubmed_small#68"
venous,6,5,10.660207,10.660207,"pubmed_small#118,pubmed_small#126,pubmed_small#217,pubmed_small#296,pubmed_small#69"
radiation,6,5,10.660207,10.660207,"pubmed_small#118,pubmed_small#167,pubmed_small#179,pubmed_small#28,pubmed_small#99"
designed,6,5,10.660207,10.660207,"pubmed_small#145,pubmed_small#165,pubmed_small#19,pubmed_small#228,pubmed_small#67"
reliable,6,5,10.660207,10.660207,"pubmed_small#165,pubmed_small#186,pubmed_small#205,pubmed_small#23,pubmed_small#62"
having,6,5,10.660207,10.660207,"pubmed_small#100,pubmed_small#112,pubmed_small#24,pubmed_small#264,pubmed_small#79"
completely,6,5,10.660207,10.660207,"pubmed_small#179,pubmed_small#183,pubmed_small#241,pubmed_small#256,pubmed_small#35"
commonly,6,5,10.660207,10.660207,"pubmed_small#179,pubmed_small#206,pubmed_small#34,pubmed_small#55,pubmed_small#82"
intact,6,5,10.660207,10.660207,"pubmed_small#100,pubmed_small#210,pubmed_small#240,pubmed_small#267,pubmed_small#95"
signs,6,5,10.660207,10.660207,"pubmed_small#105,pubmed_small#258,pubmed_small#285,pubmed_small#299,pubmed_small#51"
direct,6,5,10.660207,10.660207,"pubmed_small#126,pubmed_small#193,pubmed_small#295,pubmed_small#33,pubmed_small#94"
assessment,6,5,10.660207,10.660207,"pubmed_small#136,pubmed_small#167,pubmed_small#181,pubmed_small#264,pubmed_small#91"
confirmed,6,5,10.660207,10.660207,"pubmed_small#125,pubmed_small#269,pubmed_small#49,pubmed_small#51,pubmed_small#86"
extensive,6,5,10.660207,10.660207,"pubmed_small#15,pubmed_small#179,pubmed_small#20,pubmed_small#218,pubmed_small#283"
infections,6,5,10.660207,10.660207,"pubmed_small#167,pubmed_small#245,pubmed_small#262,pubmed_small#275,pubmed_small#31"
transplantation,6,5,10.660207,10.660207,"pubmed_small#168,pubmed_small#250,pubmed_small#289,pubmed_small#6,pubmed_small#95"
se,6,5,10.660207,10.660207,"pubmed_small#119,pubmed_small#123,pubmed_small#43,pubmed_small#51,pubmed_small#79"
part,6,6,10.18512,10.18512,"pubmed_small#130,pubmed_small#158,pubmed_small#181,pubmed_small#221,pubmed_small#240,pubmed_small#49"
analyzed,6,6,10.18512,10.18512,"pubmed_small#158,pubmed_small#202,pubmed_small#216,pubmed_small#263,pubmed_small#52,pubmed_small#99"
jd,6,6,10.18512,10.18512,"pubmed_small#104,pubmed_small#109,pubmed_small#208,pubmed_small#223,pubmed_small#294,pubmed_small#43"
ja,6,6,10.18512,10.18512,"pubmed_small#113,pubmed_small#141,pubmed_small#218,pubmed_small#229,pubmed_small#53,pubmed_small#9"
conclusion,6,6,10.18512,10.18512,"pubmed_small#106,pubmed_small#140,pubmed_small#145,pubmed_small#3,pubmed_small#31,pubmed_small#4"
multifocal,6,6,10.18512,10.18512,"pubmed_small#105,pubmed_small#11,pubmed_small#238,pubmed_small#244,pubmed_small#37,pubmed_small#62"
tissues,6,6,10.18512,10.18512,"pubmed_small#14,pubmed_small#167,pubmed_small#180,pubmed_small#241,pubmed_small#68,pubmed_small#75"
histology,6,6,10.18512,10.18512,"pubmed_small#112,pubmed_small#184,pubmed_small#216,pubmed_small#239,pubmed_small#245,pubmed_small#54"
possibility,6,6,10.18512,10.18512,"pubmed_small#193,pubmed_small#23,pubmed_small#27,pubmed_small#275,pubmed_small#282,pubmed_small#290"
influence,6,6,10.18512,10.18512,"pubmed_small#111,pubmed_small#152,pubmed_small#153,pubmed_small#162,pubmed_small#19,pubmed_small#67"
successfully,6,6,10.18512,10.18512,"pubmed_small#149,pubmed_small#155,pubmed_small#27,pubmed_small#276,pubmed_small#32,pubmed_small#57"
states,6,6,10.18512,10.18512,"pubmed_small#145,pubmed_small#236,pubmed_small#286,pubmed_small#36,pubmed_small#45,pubmed_small#53"
hospital,6,6,10.18512,10.18512,"pubmed_small#110,pubmed_small#220,pubmed_small#232,pubmed_small#34,pubmed_small#69,pubmed_small#91"
considered,6,6,10.18512,10.18512,"pubmed_small#15,pubmed_small#193,pubmed_small#220,pubmed_small#256,pubmed_small#259,pubmed_small#51"
mechanisms,6,6,10.18512,10.18512,"pubmed_small#143,pubmed_small#2,pubmed_small#240,pubmed_small#274,pubmed_small#52,pubmed_small#66"
percentage,6,6,10.18512,10.18512,"pubmed_small#120,pubmed_small#145,pubmed_small#296,pubmed_small#54,pubmed_small#75,pubmed_small#98"
comparable,6,6,10.18512,10.18512,"pubmed_small#15,pubmed_small#163,pubmed_small#27,pubmed_small#273,pubmed_small#3,pubmed_small#99"
consistent,6,6,10.18512,10.18512,"pubmed_small#109,pubmed_small#274,pubmed_small#281,pubmed_small#293,pubmed_small#296,pubmed_small#80"
angiography,6,6,10.18512,10.18512,"pubmed_small#136,pubmed_small#155,pubmed_small#164,pubmed_small#199,pubmed_small#235,pubmed_small#299"
provide,6,6,10.18512,10.18512,"pubmed_small#110,pubmed_small#156,pubmed_small#181,pubmed_small#232,pubmed_small#240,pubmed_small#245"
